"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1187","47.7873540995672","48.3483313765537","47.9207997502697","48.8828033148463","48.643770221993","48.2195490825259","49.6090317827653","47.9602030561358","49.3708989240556","47.7053809671672","47.5076277911533","46.9676807889242","47.5548503428575","48.2103315916468","47.7967019021082","49.0670322916962","48.1319044588612","48.7492056475244","47.7903120106131","47.8682062273339","47.8071095812937","48.4659414360822","47.5783212955828","47.7775715238647","48.6257832828879","48.2489592009143","47.9438013478146","46.6182166149459","48.2698396131083","48.7282000095776","48.0891579533129","48.4779039340508","48.3115268111155","48.2596167428875","47.1206300790253","49.4898985057598","49.0225555033405","47.661115792615","48.1402956724825","48.714140016744","48.1101587030734","47.8259392942496","48.3815013215239","48.192495170894","48.3747352861087","47.8852241704333","48.6923134838269","48.199063100675","47.4890039026606","48.3957436069262"
"1188","47.7264213016531","48.386707967556","48.0744631701846","48.8157957722239","48.6306810971442","48.3077085126068","49.6347029315755","47.9857448750671","49.4011084832493","47.8584947739321","47.5239934508661","46.950269461167","47.597061847542","48.2512052480245","47.7735533793334","49.0553552014506","48.0932418482044","48.7719256563417","47.7654113349443","47.8833681311821","47.7598601659836","48.5222331693427","47.5580605697952","47.8660724258214","48.7364646359904","48.2501721459421","47.9637718411266","46.729041083069","48.2102693532757","48.8782417757706","48.0477337187557","48.4369697587092","48.368981184486","48.3039818350599","47.130333075886","49.513310306817","49.0699397323941","47.6899693172112","48.200188016799","48.7878622879815","48.1124984719054","47.981176196893","48.3715454321618","48.1580934145477","48.4228195342561","47.876372608973","48.7202783913365","48.3765150268348","47.5221165184186","48.406753902971"
"1189","47.8318350743465","48.4402595700801","48.1570052643353","48.8241703707828","48.6736679353341","48.4701529447433","49.6580753925254","48.0105003861969","49.3786908983278","47.9089244811913","47.6464147287107","46.9756410593799","47.6650205146835","48.2727948437809","47.7941337599204","49.0839864906252","48.1878716533679","48.9170839480269","47.8614783707396","47.8398346671517","47.8357088150347","48.6420688942424","47.566173385292","47.9157442528974","48.8115289236278","48.3713938514837","48.0110505216886","46.882145203408","48.3175891817705","48.8128075532333","48.2023163964517","48.4592825494096","48.3182385096335","48.3039482308277","47.119744255871","49.5987325255454","49.1922528117214","47.7880980614007","48.2772409933286","48.7769605551772","48.0712651872069","47.9676557543252","48.4467336902041","48.2107922413561","48.572238256633","47.9075297622934","48.7723496753389","48.5096239456645","47.5030555426955","48.5467271010954"
"1190","47.8044544093941","48.5431576868296","48.2913903488571","48.8416652332309","48.7315362809613","48.4587638211202","49.71643401389","47.9827768650352","49.3891478540677","47.8698089253041","47.6671293876346","47.0004122840863","47.7104971504032","48.3318823357682","47.8525041771398","49.1059476484751","48.2965142607986","48.9187137245626","47.8470010108019","47.8705532205631","47.8370546959808","48.6483674401251","47.6545607993575","47.8899247057995","48.8200843805728","48.3778314044732","47.9771743983335","46.9423880358883","48.3444450446142","48.8601256443934","48.2057904850347","48.4393181357","48.4565817285203","48.364244889202","47.1914625607996","49.5784004516653","49.2199734182428","47.9049307773774","48.3410341986081","48.8157350689777","48.1419149447642","47.9160284803564","48.5110327974499","48.1908576222057","48.6107406654075","48.0857776371544","48.7294190640667","48.6031046936836","47.6877740685348","48.5699788665435"
"1191","47.7701668472653","48.6105746561035","48.3431082405136","48.8480669730154","48.7237966108724","48.5764628457453","49.9025686184897","48.0525250694505","49.3643512294582","47.93292442012","47.6623860005068","46.9566425769942","47.788451774554","48.3340207786252","47.8828233651555","49.3153945864812","48.3672743572492","48.9073284743543","47.8553352291754","47.9269092514839","47.8989972133032","48.6552373673233","47.654934273179","47.8795280958856","48.8891282685083","48.3626445996234","47.9460930077291","46.8811212165136","48.4067150992744","48.8918359609929","48.3505014477004","48.5320331382417","48.4451084579583","48.3305189832088","47.213913967151","49.5094577852197","49.210013584397","47.9846647866254","48.3601314713438","48.8205570548807","48.3435069217272","47.9091668206119","48.6101787992082","48.1986799172799","48.6129968729831","48.221725607753","48.7076640919804","48.6446059365009","47.7902339319834","48.5475050369126"
"1192","47.7464735381837","48.5869251167113","48.3645805580096","49.0158870107452","48.761326427703","48.7366353142745","49.9418975311799","48.0751680775721","49.3936918499473","47.9746176126311","47.7273719095254","47.0576040877753","47.8188714134886","48.3982523197758","47.9182417688779","49.2973340068958","48.4218812446973","48.8659260069894","47.8657242392653","48.0339583315595","47.8583671371969","48.675243632759","47.642825452075","47.8808498233305","49.0009118581993","48.3541774339498","48.1023313503213","46.9262828889625","48.4835640861938","48.8638541932374","48.381720592633","48.644073775086","48.3860814994192","48.3376093574171","47.4092789863407","49.5424311103196","49.2283937851079","48.001254209552","48.4043878998833","48.828727688465","48.5720843462796","47.9787103638997","48.7342835942606","48.2556388702905","48.5722555640792","48.274201217172","48.7812482899135","48.7896813563314","47.8383705639856","48.5816081863085"
"1193","47.8413607433405","48.7581753424332","48.3081530029065","48.9783735452846","48.7434195238211","48.7323889735961","49.9253983673438","48.0707121871402","49.4349820851715","48.0254510196974","47.8820253055958","47.0638672833598","47.9294444334865","48.4715351260382","47.9259192093739","49.2732137735585","48.4625704011051","48.8998659731196","47.8173990121598","48.0036774955206","47.9063519561453","48.6906772113356","47.7541942892765","47.8929000175985","49.0057102963513","48.2926500186311","48.1182184906487","47.0222791248816","48.5548537990441","48.9955135212962","48.3423597071254","48.6140155811943","48.4062490720391","48.2979794572166","47.397432282626","49.5699189812868","49.2321979696976","47.9452717428161","48.4490199704109","48.8259408934792","48.6181678397904","48.0415931328857","48.7870901678771","48.2315641446654","48.5815723986616","48.3292897096428","48.8007384298008","48.8735052837785","47.8132679378094","48.5424569645697"
"1194","47.9297439798455","48.7954074073889","48.3069819588158","48.998246621343","48.7979896942418","48.7348521773856","49.9673951879275","48.1531217439524","49.5033442513778","48.1898685189309","47.9444815355891","47.2068619157926","48.0658291627512","48.5065418255702","47.865723582285","49.4400198498224","48.4702909970959","48.9446508681142","47.7771253575425","48.0423814399481","47.8733722895606","48.7249208959255","47.7976982482241","47.8408731383815","49.0498144357616","48.2959879801805","48.1451434619359","46.9945440973384","48.6079670000213","48.9733310734066","48.2953896405732","48.6397756298498","48.543384935715","48.4294457437359","47.4154749411867","49.6810695948582","49.3589467637049","47.9683420717328","48.4918775446677","48.8203659070883","48.7315841716997","47.9827725523415","48.8993110940519","48.3466521352886","48.5930012359705","48.3641818280602","48.7660295188673","48.8236413436756","47.7743357336263","48.6146454223881"
"1195","47.9449019936253","48.8009491360628","48.3704755734835","49.0082694074059","48.9050927415428","48.6872524269433","49.9882319318955","48.1614914031854","49.5736494729117","48.3263524960057","47.9509020140201","47.2500611261366","48.0528383431946","48.4845537056344","47.8272742618089","49.4294684118612","48.4333062170346","48.8766034292527","47.7760418394821","48.1176945626501","47.8627004657024","48.7188096024241","47.7894594565249","47.7778372909179","49.200259032866","48.3655720873396","48.2697852727905","47.0025417409312","48.612581931594","48.9389491112087","48.3205976257141","48.635879262603","48.5880241991891","48.4717597886209","47.5292474659454","49.7375260982287","49.3531871835725","47.987145021373","48.5848405714472","48.9308096839546","48.7332686829712","48.1491825783908","48.9365205703022","48.4051350416132","48.581309030232","48.3197584728324","48.9259027381147","48.8656475242839","47.9013710151413","48.7749565640155"
"1196","47.9478230612341","48.770705275032","48.4846969026086","49.0369641919965","48.917360183635","48.7086430163559","49.9645146032393","48.1488429173042","49.6492253551062","48.2956867779755","47.9517667458402","47.4526035366564","48.1574387728487","48.6096708184223","47.9246767752003","49.4131317506348","48.3910917002314","48.8928969098098","47.854578778411","48.2126152193068","47.9578470081428","48.6745277992772","47.8342903279411","47.7891227696336","49.2102754977852","48.4435096028514","48.4343271957202","47.0314989407616","48.5992950964884","49.0131582943651","48.4597120541033","48.6431735673185","48.5551606540879","48.5869238262179","47.5529761360428","49.790318800148","49.4852287406083","47.9708311733679","48.5603210636568","49.0668595670173","48.6813561355648","48.3104236404821","48.9136006716904","48.5663118958304","48.6807683302248","48.4945333582741","48.9250924784965","48.9295130003338","47.9785524609489","48.8031586172785"
"1197","47.9497753844972","48.9158701384362","48.627837012052","49.0144201106571","48.9700411659445","48.8125031998873","49.9675374925477","48.0939127234966","49.6702038758544","48.446819475277","48.073308242842","47.5525560986525","48.1756315533237","48.6687953437761","48.0296292113746","49.5240053944976","48.4332305357643","48.9347550510361","47.8175582558418","48.3572574802844","48.0253507735052","48.8005257795741","47.802564050771","47.7872979958431","49.3025885613719","48.438012242437","48.365991219473","46.9816253760782","48.5604417472263","49.0198766986599","48.4407968528635","48.6541376495257","48.5155627002587","48.6001621097476","47.6283404670867","49.7554201903275","49.5240936121868","48.1606579584885","48.5609701585824","49.0705162581987","48.7480256945229","48.2913872081452","49.0404032853696","48.6744026536104","48.6928319900774","48.4743620932402","48.9272142810023","48.984362618938","48.1487527096807","48.7680235879007"
"1198","47.9024663200946","48.9022796949582","48.5901298031274","49.0467014368958","48.9144195268749","48.853950734993","49.9295666191173","48.0787127986274","49.6659900256984","48.3955672353431","48.1939260683184","47.6453474833295","48.1841502788277","48.6566722862713","48.0354524203294","49.5314206835066","48.5137589250013","49.0584965557503","47.857210949445","48.5047607404834","48.0009122981684","48.7532797065277","47.9682307412643","47.8067303463243","49.3378960416877","48.6250642676428","48.4189209033005","47.0180977814884","48.5996009398887","48.9774141150275","48.4958239554374","48.7545889476126","48.6525587669672","48.8104236399954","47.6813431208639","49.8174281479958","49.5023050632597","48.3023586308356","48.5637358767945","49.0366623089756","48.7244012336841","48.3548723475665","49.0330944605143","48.7051248386618","48.7587950042169","48.4082802847454","48.8622626677131","48.9500964251952","48.1968383304472","48.905448672573"
"1199","47.9613994704732","48.8963786323796","48.5639428729829","49.0702010471473","48.9015597564113","48.8955312173225","50.0234529431194","48.1377425942313","49.6746276914238","48.378249440326","48.1988738294209","47.7725966791254","48.1567794823372","48.6861893471991","48.0550743402328","49.5829266368461","48.6099556685489","49.1126402716701","47.8676463079291","48.4435070582006","48.0243655505129","48.7695129869094","47.9728946937692","47.8249714375146","49.3280616400188","48.7994474821007","48.5884535278758","47.0122417325926","48.6883413491961","49.0719615404563","48.5384957311787","48.6891433309792","48.71287490145","48.7575652949689","47.6976327726602","49.8099793592184","49.5185851531304","48.2716881382207","48.5968581183781","49.0117138915512","48.8347746497487","48.3904996525494","48.9931076494007","48.806309431199","48.9231907704281","48.528619061324","48.8317492285892","48.9596775932766","48.2546022776094","49.0026661702198"
"1200","47.9819505085502","48.8521694169518","48.5364979822954","49.039723631567","48.8490112038526","48.9520934835369","50.060350719867","48.2899644079313","49.5979443414495","48.4658163656934","48.1987711567948","47.7881099949432","48.1377197736423","48.6556481531107","48.0547523046482","49.5415744059021","48.719063265428","49.0976509709937","47.889480435906","48.5926189595779","48.163082459898","48.8314077737846","48.0165213245647","47.9223181087458","49.3931293913244","48.9501808134374","48.5590786537033","47.0047390694787","48.6741819251773","49.1089199728022","48.5501691543689","48.8439109576408","48.7504522547775","48.8115471265267","47.7339384035959","49.8007993721969","49.562919913539","48.2738152029318","48.5306585640157","49.1530402285062","48.8494456284884","48.4283157536599","49.0701837460756","48.8028169680423","48.916919524843","48.5293977060275","48.9585015873589","48.9488326589891","48.268146934101","48.9701853898703"
"1201","48.0232146861096","48.8250021281862","48.4936950343408","49.0802882038771","48.8717042279002","48.9575015714403","50.1626669491887","48.34659563892","49.6172021232188","48.5897418095799","48.1673000209349","47.7297503611972","48.146459582577","48.6981898036788","48.0268318469733","49.5673224443652","48.7045607549538","49.2327521054664","47.9333217783723","48.5365927690385","48.1705980392406","48.9956205661342","47.9888167229658","47.949568553583","49.4493122976691","49.0517633921571","48.5447953969528","47.1381019151593","48.6593543705827","49.0637228809731","48.5353863708045","48.9364791538728","48.8204215671083","48.9454048432027","47.828684182242","49.7730855763859","49.6560555473934","48.4633126389563","48.5495658992126","49.3098162780111","48.9031515181509","48.4279404250407","49.0565717363927","48.8042658262273","48.8854232042878","48.5586003197389","48.9532048426692","48.9884473876875","48.3653374411085","48.9665213500911"
"1202","48.1354575464991","48.9129525759407","48.54235680115","49.0915511695024","48.8893061331341","48.9229400191397","50.2020637072406","48.4199356614964","49.5716270548437","48.5853812864767","48.2651219031613","47.7684066811397","48.1718380073824","48.6481690309758","48.1245319211103","49.5930854153023","48.7292512296738","49.2787350132843","48.0603554725516","48.6614639568927","48.1866176356283","49.0663328581432","48.0677475543724","47.9406286150867","49.3963733233427","49.1095088090819","48.5115956867838","47.2237390254927","48.6154842123343","49.1046025821946","48.6873483383947","49.0513873507113","48.8209124516048","48.9364823127158","47.8877776987392","49.7848581296614","49.5830387424357","48.4670321411679","48.6174551688302","49.2786944953461","49.0497269431587","48.464372492814","49.1955002008547","48.7735178018819","48.9208349542618","48.6674552581487","49.030492630128","49.1175095607903","48.4130952534728","49.1186704046926"
"1203","48.0690601002767","48.9156392120708","48.5031706547212","49.0639296833098","48.8991101969731","49.0107998685211","50.2342330992411","48.5665475182056","49.5149226513885","48.5891302478455","48.315201907532","47.7674330376768","48.2856767956946","48.6337993458303","48.0773330662502","49.6344487771484","48.8030031072012","49.3081747298147","48.1283810588271","48.6241845088684","48.3340393290391","49.1058548341112","48.1261873183515","47.9874748653115","49.4023766874689","49.0836380494456","48.5362599720625","47.3330638987741","48.5810053921265","49.0866218385778","48.7312393988503","49.0158788350058","49.0958891143286","48.8980002763492","48.0485024474769","49.7618430572166","49.65842750244","48.4438929885713","48.5708404291682","49.2952962648464","49.1706867548887","48.5752472340283","49.203949241723","48.8032495245351","48.946895509171","48.8084128127993","48.9930775189286","49.1915073856059","48.4223792121916","49.2376986096696"
"1204","48.0995499160122","48.9728741301415","48.4834347630443","49.1165276787132","48.9061283554814","49.0035237588365","50.19212563153","48.5478302927013","49.5237627434313","48.6056108890567","48.2893501864811","47.923022301401","48.262649120831","48.6303475480181","48.0422172163046","49.6333237537604","48.8786767204482","49.3170599479804","48.1201388868034","48.6980412338278","48.2935157658094","49.1567685962894","48.0837097568371","48.005480910189","49.4906619172953","49.1360592273684","48.5421041876446","47.451567354977","48.6355236666741","49.0609376140554","48.7737313643726","49.0226789260103","49.0884559492599","48.9771101615042","48.0981215671086","49.9357472162083","49.6222324810991","48.4780700022543","48.514242231916","49.2630364048419","49.1830478797772","48.5385956524028","49.3964581212918","48.8145655992853","48.9503033582031","48.8237859524664","49.0677334798133","49.3183193690718","48.4226372880211","49.3467800166242"
"1205","48.124393491156","49.027401446032","48.5359800074369","49.1116297318797","48.8953768486704","49.000565636373","50.1562823309314","48.6062689378331","49.5034624555065","48.6942985546083","48.3845775225366","48.003537498101","48.2675208047358","48.5849923377565","48.0457806616501","49.5910186731973","48.8170459275165","49.3603054532318","48.1330976004809","48.7255618337794","48.435009047946","49.1352795163948","48.1574175234194","48.0141067831648","49.4813000469763","49.2094209148828","48.5986226043718","47.4639975720902","48.6869672468507","49.2149221394165","48.7831299124738","49.0472675888832","49.1649856484754","48.9449276653019","48.0978904604699","49.8942921627751","49.65093461992","48.4482905369274","48.5010260985537","49.3652131189286","49.2362448010734","48.6656277993734","49.4536572079666","48.8954536975929","48.9376827752123","48.8767643052269","49.0666592415773","49.3162010685575","48.3932789879555","49.3983294011839"
"1206","48.0755753817712","48.991469080391","48.5094604855749","49.1214599785875","48.9461887366624","49.0413695526291","50.1529868062662","48.6642645121378","49.5058494578726","48.7006932855532","48.5327621975994","48.0078302414218","48.3708639160479","48.7275416478116","48.199597921327","49.6577654095904","48.7719900522216","49.3696376056138","48.2083036391947","48.7202095057075","48.6008367009097","49.1688686399402","48.1483233061068","47.9969631382649","49.4834650254076","49.1991833911542","48.7472916454589","47.5961797304242","48.6889895891886","49.2120413248378","48.9330829310316","49.1167871494572","49.1194578229156","48.9149823379308","48.1023195548106","49.8817621741134","49.7741875618813","48.3873041672733","48.6699396638615","49.3738797106505","49.2485216482391","48.6854695812473","49.4840184224703","49.0334374127154","48.9583261061433","49.0204765085887","49.0176802010291","49.374520510193","48.4404269708283","49.39073253238"
"1207","48.0482980775906","48.9771574972263","48.6042018605293","49.0737197347517","48.8925135797164","49.026217119569","50.1177767719051","48.8381924859827","49.4743721747247","48.6724719365477","48.5689613141183","48.039949429097","48.5015570777425","48.6885105113507","48.169131313314","49.747144256487","48.9470610714036","49.4864430521973","48.2377287854136","48.7804047650329","48.5879898768932","49.2318071478063","48.218592332771","48.0393670305154","49.4931691708889","49.3133134930765","48.7054092751783","47.6752862470826","48.6629277652088","49.2189925331194","48.9418875691003","49.2490610558322","49.1738938595523","48.9795397041301","48.15262307024","49.8421479841767","49.8721501741925","48.3536405436786","48.6672087850357","49.3570374733815","49.2609923443402","48.8973264303854","49.4786265939819","48.9918950265107","49.0642986377773","49.1706199485055","49.0717230574927","49.3415856037188","48.4683483810698","49.4541848559091"
"1208","48.1038752321993","48.9745823763245","48.6617548262616","49.0268136348832","49.1113420298833","49.0539730235855","50.1238425764014","48.7722136946318","49.4503854538485","48.746656654934","48.7083503613894","48.0651278059287","48.4772818487465","48.7375402253093","48.2282471002901","49.7262228783299","49.0235167329692","49.61838077239","48.3653028946645","48.8315890575697","48.6094539604881","49.2877777563168","48.1941306201689","48.1296910733473","49.5027134018786","49.2961286326412","48.8073041801136","47.7305262641276","48.7064168812786","49.2919780662921","48.8945275731437","49.2689147095368","49.1220187793336","48.9432907001893","48.3226399051912","49.810728348569","49.8667616812797","48.3156556687335","48.6782158099867","49.3526430644217","49.3403434692608","48.942970039507","49.5174807673902","48.95257317843","49.0727659384609","49.3332829885051","49.2227005581879","49.290924187733","48.4112312238837","49.4962120002797"
"1209","48.0918115039852","48.9869765805344","48.8528603050451","49.065886438679","49.2644948106788","49.0735188671517","50.1222724276143","48.8358089326884","49.5003349266543","48.7289039037404","48.7304555661193","48.1010714389065","48.6564135041255","48.9008126479229","48.229240022219","49.8212509440032","49.0597176610296","49.59024858646","48.3680327835206","48.8230291118041","48.5774673696013","49.2711570673277","48.1804324648278","48.1527003287439","49.556452087168","49.2333424234835","48.7459807678358","47.7926243724369","48.7601303282637","49.2866187097019","48.8623005661177","49.2515118049662","49.117872445635","49.0703085350025","48.313380131568","49.9340270200374","49.8419738115999","48.4101433859044","48.8124698197262","49.378689316988","49.3990335355723","48.9458581483725","49.4958402840139","49.0908647028238","49.1181779909004","49.3711817350553","49.1914089071849","49.2847958371045","48.4261344658318","49.5190792628521"
"1210","48.1103410208311","49.0827309888502","48.8625962936613","49.1433185265519","49.212520616132","49.1037701686014","50.1424128517972","48.7809017812179","49.6190399834107","48.8378827085254","48.7069658861708","48.1417533522999","48.6620365669117","49.0122598947046","48.1867868570923","49.7736682445575","49.1010610175277","49.5949642261583","48.5196538580253","48.8750465716372","48.5992948259049","49.2703458355548","48.1797884403061","48.1644452300955","49.6444015500978","49.216766037136","48.8654518018394","47.75339811408","48.7556008409142","49.3165884439817","48.9174494551688","49.2526452769171","49.0863667878885","49.1199991640735","48.3317988124515","49.8890850203356","49.8329408640054","48.5373021156414","48.9482080923059","49.3754028115977","49.4302930503931","48.9158065313459","49.522372726153","49.0224472004022","49.0796723963457","49.4134657456422","49.2206020046865","49.2968935047217","48.4659146067874","49.5140584949775"
"1211","48.120722411246","49.0288395675607","48.8023428821363","49.2142377985351","49.1586783159753","49.182232163692","50.1645600530318","48.7547435467856","49.6253328845963","48.9902210250037","48.9000465131883","48.2087404569512","48.6539096749731","49.0421143694031","48.1679610796978","49.7602707876757","49.0913191047634","49.6031489458228","48.5203764945839","48.8574415594959","48.7280587019703","49.4097288334024","48.1695762805386","48.1439136425185","49.6595671921444","49.2862361288022","48.8527384369626","47.8067747081722","48.8146263561451","49.4236569141947","48.8649529545784","49.342817736927","49.0529003535901","49.0941433001037","48.4685750426367","49.8355335516457","49.8419926932572","48.5814994292784","48.9975477369763","49.393720029816","49.3966967378922","48.9426874402375","49.553753943829","49.0106308060424","49.0886715399683","49.384286729906","49.3040375598526","49.3790370901791","48.6323033979973","49.6699386339615"
"1212","48.0859619435535","49.0271301636627","48.8746270788768","49.1786889874856","49.1315001465636","49.2220605457228","50.303330964511","48.8836643323909","49.7596614752628","48.9859811060094","48.8484469256934","48.1738549604683","48.7002414957346","49.225500710936","48.1355533237492","49.8027289561487","49.0719247554784","49.6281957087114","48.4927834462231","48.9177652137224","48.8197242526012","49.4782568171713","48.1433470259543","48.1940141769585","49.6977342594686","49.3004193570963","48.9799567064671","47.9380794051237","48.809110436566","49.4656079015599","48.8595864487295","49.3351481967178","49.1190616461837","49.1699725334664","48.4785973156708","49.8616769444512","49.8125822810157","48.6165575521744","49.06325920287","49.5594205028564","49.4404625534158","48.9521902505239","49.5097824571033","49.2136462139389","49.1002559763409","49.3484232230965","49.4972166572888","49.5201252372331","48.5754011594351","49.6222990575517"
"1213","48.1898545624268","49.0842426964476","48.9157891680686","49.2314436105419","49.1369598264075","49.2780744456676","50.3510221029802","48.8567745958156","49.7636793137474","49.0847389858288","48.8758197843222","48.1353012770601","48.7004995358819","49.325124402285","48.271842110968","49.7437260580423","49.1600068654123","49.6086490665567","48.4686396585985","49.0710142545745","48.7685687678264","49.5046154615861","48.1985559859485","48.2512932992101","49.7636835547748","49.3273147379952","49.0107829599794","48.0463546882125","48.8068141786533","49.5343388110375","48.991340499094","49.3070027780613","49.0718639752689","49.167044050584","48.4948722827215","49.8675990756774","49.8683531589299","48.5998998855455","49.0251875049762","49.5596114700506","49.4076252728729","48.9167279911604","49.4803855985141","49.2544643328399","49.1374906219106","49.3253373291786","49.6190360440205","49.5548819098234","48.5686870564726","49.7296463959017"
"1214","48.3988779959397","49.0984595906375","48.8826340138972","49.3490265979014","49.1662814315197","49.3262028288511","50.3665848115522","48.9109523475298","49.7470582563078","49.1252180168009","48.9481706848921","48.2230001076863","48.7017107039492","49.2896082344611","48.431141579291","49.7157628126692","49.1878385197374","49.6688601076393","48.5464668697929","49.1475233315857","48.7755605086866","49.50138634123","48.3569400431786","48.312968832659","49.7458969218345","49.4381238828881","49.1125724562684","48.1600028397906","48.8193993039806","49.5661001367488","49.037146113895","49.3664534125454","49.0699472054389","49.2852548710108","48.570128046007","49.8282554972953","49.9052956120367","48.5819071910335","49.0129239536911","49.5729621878452","49.3822288695112","48.8841479222275","49.5377598686109","49.2992007394799","49.2561709819535","49.5295824604894","49.707830548452","49.5944332509172","48.5789606869156","49.7103080523512"
"1215","48.4311957151416","49.1610554867205","48.9171786030302","49.3306103146309","49.2170684286093","49.304285143629","50.4487978541437","48.884836980178","49.7340562970693","49.1104502150294","49.0103963046601","48.3568838588245","48.65395812137","49.3851229027679","48.3981768622305","49.6883572479727","49.2963733005953","49.6126810049892","48.5526667386861","49.1428275050164","48.8389155478596","49.6052375835649","48.3296669957938","48.3957575344054","49.7921145390591","49.426962280833","49.1571802137707","48.1925939675761","48.8745093104172","49.6409194188026","49.0595906999885","49.4836533198426","49.2012336835707","49.3103418028096","48.6739504185336","49.8319888904264","49.9043251110083","48.5559601873639","49.1163421740055","49.5413674698821","49.3677810834334","48.9137500923828","49.5265923872555","49.3748400254667","49.235739389071","49.6403096893409","49.6565120853795","49.6758288926198","48.5791439381335","49.7719366459343"
"1216","48.4088110135856","49.1203393121617","48.9030932002727","49.3236541067626","49.20448589837","49.3432539213657","50.4994502312823","48.9784957303299","49.6954668906358","49.190500643913","49.0381993486454","48.397554921952","48.5975282216748","49.5200103559262","48.3704240147909","49.726629853049","49.2938660976644","49.6296965628838","48.6353072655912","49.1169712479675","48.9345686545908","49.6130569525875","48.4775044054201","48.3979748863019","49.7653230300792","49.5304164326293","49.1410862073328","48.1964107361834","48.88527649134","49.6295909092126","49.0580924623459","49.482028524797","49.3424516817563","49.4143538192996","48.6916612955712","49.7856819490668","49.9745041943118","48.5572802317924","49.2579205353689","49.5667815834461","49.3314903849657","48.9232905801465","49.6106924126203","49.3481739958554","49.2994863906001","49.6443564330224","49.7104127378364","49.635887959391","48.6091289991739","49.9804895841649"
"1217","48.4100246851808","49.1907530395593","48.9268271168586","49.2957175994627","49.2698956604253","49.3865315818954","50.5190680159032","48.9599604130717","49.7162730820776","49.2892885725035","49.1131149229999","48.3937423240711","48.7775795286435","49.5427181203427","48.4131929760466","49.7249945324245","49.2993510774703","49.590666143097","48.7672622264529","49.1660509988206","48.9356152676953","49.6221464012991","48.4534453988247","48.3540559399252","49.7131662232105","49.5538287013086","49.1581405430156","48.3343277212915","48.8401093331471","49.6965535158963","49.1102452892147","49.4672453012246","49.4694391818091","49.3601849494704","48.6661218584365","49.7928718104356","50.0314383727257","48.6474242797993","49.2701628044713","49.5412214295715","49.3475968572298","49.0134778774782","49.6711619190433","49.343077397263","49.3486546395066","49.6144745256322","49.6889825048999","49.6168905248067","48.6492771484395","49.9635751770438"
"1218","48.4537093920884","49.2539997275733","48.9256684270641","49.2630271568414","49.2512685637462","49.3455552428473","50.5717875384451","48.9135338643136","49.6906849108633","49.4264133250817","49.1521167099272","48.360852211897","48.9457373080348","49.4966341528253","48.4549429339056","49.7253120705253","49.3641042884239","49.722192642078","48.7670405270613","49.1701556139066","48.9160733043688","49.6774845473888","48.4119698527886","48.5022361950127","49.658784215621","49.6174134930991","49.2511077833295","48.3091412525744","48.9026879943761","49.6985140730837","49.1176081299111","49.4524958809552","49.4996058992303","49.4942700264086","48.6788906128026","49.8026389549351","50.1435759520814","48.7383698938825","49.2768856551654","49.5174186846796","49.4771186313264","48.9991332935271","49.695899001024","49.3149572751415","49.3071476169951","49.6442534277285","49.6473876928845","49.6444185910551","48.709455565787","49.9437872314343"
"1219","48.5116611686714","49.25258403444","48.895475961065","49.229109809947","49.2235138501898","49.3364007243699","50.5813444456428","48.9015887150003","49.7533485061198","49.4131230600627","49.1327454840007","48.3636903947883","48.9773941900142","49.4742437553848","48.4165223255029","49.8220569359953","49.4852155716376","49.7038464756678","48.7628809683926","49.2084110080816","48.9134528467023","49.710102385312","48.4141620388285","48.4839798761215","49.7316315464789","49.6546792704123","49.2824508142097","48.3120088886503","48.9277035922256","49.8032029762932","49.0911825991656","49.4946406787727","49.5368160733327","49.4982417226716","48.6824405748543","49.7877083998605","50.1326019498132","48.7419352331849","49.3426986981337","49.4889436093125","49.5208827749501","48.9797351605344","49.6748720074452","49.3838972364444","49.4112195063074","49.6533527636629","49.6303970296","49.6640689239997","48.6822599806642","50.001843446851"
"1220","48.5519324889963","49.3056660314177","48.9574458708724","49.3225878140068","49.2946733624471","49.3729497702271","50.5228362526032","49.0405881080979","49.7875743720275","49.3981969627347","49.1603140740411","48.4877875170023","49.1694087904933","49.5194380263584","48.4326473226203","49.8034439596548","49.4696703306943","49.6378365489305","48.7209388364976","49.2740498708582","49.0377662992802","49.84685687936","48.4619045490722","48.4778349240092","49.7416120331142","49.6096739461662","49.2926914743369","48.3482683599513","48.8911881393177","49.7894822962965","49.1427306507145","49.6085525392251","49.6974687651013","49.5201077460042","48.6685355752216","49.9131834659966","50.0851849784873","48.8514220097203","49.3198345178548","49.5337615580532","49.6558966858488","49.0974319770484","49.6780620125659","49.4384449465626","49.4001262794019","49.6869217371832","49.6161496602055","49.6812638517201","48.7844833708519","50.0762165138413"
